symbol,announcement_date,purpose,details,attachment
ULTRACEMCO,29-Jul-2010 13:08:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated July 29, 2010, titled ""UltraTech Cement Announces Results for the Quarter ended 30th June, 2010"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ultratech_pr_29072010.zip
ULTRACEMCO,29-Jul-2010 13:04:00,"Results Update, Quarter ended, 30-JUN-2010 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-JUN-2010 as follows: Net Sales of Rs. 178984 lacs for quarter ending on 30-JUN-2010 against Rs. 195278 lacs for the quarter ending on 30-JUN-2009. Net Profit / (Loss) of Rs. 24273 lacs for the quarter ending on 30-JUN-2010 against Rs. 41777 lacs for the quarter ending on 30-JUN-2009.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,29-Apr-2010 12:43:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated April 29, 2010, titled ""Announces Financial Results for year ended March 31, 2010"". A copy of the press release shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/ultratech_pr_29042010.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,29-Apr-2010 12:42:00,"Results Update, Year ended, 31-MAR-2010 (Consolidated)",UltraTech Cement Limited has informed the Exchange regarding the consolidated Results for the year ended on 31-MAR-2010 as follows: Net Sales of Rs. 717507 lacs for year ending on 31-MAR-2010 against Rs. 656364 lacs for the year ending on 31-MAR-2009. Net Profit / (Loss) of Rs. 109520 lacs for the year ending on 31-MAR-2010 against Rs. 97806 lacs for the year ending on 31-MAR-2009.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,29-Apr-2010 12:41:00,"Results Update, Year ended, 31-MAR-2010 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the year ended on 31-MAR-2010 as follows: Net Sales of Rs. 704968 lacs for year ending on 31-MAR-2010 against Rs. 638308 lacs for the year ending on 31-MAR-2009. Net Profit / (Loss) of Rs. 109324 lacs for the year ending on 31-MAR-2010 against Rs. 97702 lacs for the year ending on 31-MAR-2009.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,29-Apr-2010 12:40:00,"Results Update, Quarter ended, 31-MAR-2010 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-MAR-2010 as follows: Net Sales of Rs. 190935 lacs for quarter ending on 31-MAR-2010 against Rs. 186013 lacs for the quarter ending on 31-MAR-2009. Net Profit / (Loss) of Rs. 22854 lacs for the quarter ending on 31-MAR-2010 against Rs. 30946 lacs for the quarter ending on 31-MAR-2009.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,18-Jan-2010 08:25:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated January 16, 2010, titled ""UltraTech Cement Announces Results for the Quarter ended December 31, 2009"". A copy of the press release shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Ultratech_PR_18012010.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,18-Jan-2010 08:08:00,"Results Update, Quarter ended, 31-DEC-2009 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-DEC-2009 as follows: Net Sales of Rs. 165181 lacs for quarter ending on 31-DEC-2009 against Rs. 163076 lacs for the quarter ending on 31-DEC-2008. Net Profit / (Loss) of Rs. 19603 lacs for the quarter ending on 31-DEC-2009 against Rs. 23836 lacs for the quarter ending on 31-DEC-2008.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,16-Oct-2009 14:38:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated October 16, 2009, titled ""UltraTech Cement Announces Results for the Quarter ended September 30, 2009"". A copy of the press release shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/ultra_pr_16102009.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,16-Oct-2009 12:41:00,Re-appointment of Managing Director,"Ultratech Cement Limited has informed the Exchange that at the Board meeting held on October 16, 2009,  Mr. S. Misra has been re-appointed as Managing Director of the Company from October 16, 2009 upto March 31, 2010 subject to the approval of shareholders of the Company.",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,16-Oct-2009 12:37:00,"Results Update, Half Year ended, 30-SEP-2009 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the half year ended on 30-SEP-2009 as follows: Net Sales of Rs. 349359 lacs for half year ending on 30-SEP-2009 against Rs. 289219 lacs for the half year ending on 30-SEP-2008. Net Profit / (Loss) of Rs. 66867 lacs for the half year ending on 30-SEP-2009 against Rs. 42920 lacs for the half year ending on 30-SEP-2008.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,16-Oct-2009 12:36:00,"Results Update, Quarter ended, 30-SEP-2009 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-SEP-2009 as follows: Net Sales of Rs. 154081 lacs for quarter ending on 30-SEP-2009 against Rs. 139621 lacs for the quarter ending on 30-SEP-2008. Net Profit / (Loss) of Rs. 25090 lacs for the quarter ending on 30-SEP-2009 against Rs. 16419 lacs for the quarter ending on 30-SEP-2008.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,06-Oct-2009 17:46:00,Outcome of Board Meeting,"Ultratech Cement Limited has informed the Exchange vide its letter dated October 06, 2009, that: ""A meeting of the Board of Directors (""Board"") of Ultratech Cement Limited (the ""Company"") was held in Mumbai today, at which the Board of the Company deliberated upon the proposal received from Samruddhi Cement Limited (""Samruddhi"") in relation to a potential consolidation of Samruddhi and the Company. The Board, having found the proposal attractive, constituted and authorized a Committee of Directors and Officers of the Company to inter alia evaluate and consider the proposal in consultation with legal and financial advisors. The Committee is expected to revert to the Board with its recommendations by 1st week of November, 2009"" .",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,10-Aug-2009 15:53:00,Limited Review Report,"UltraTech Cement Limited has informed the Exchange that the auditors have conducted the limited review for the un-audited financial results for the quarter ended June 30,2009. A copy of the same shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/ULTRACEMCO_LR_10082009.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,21-Jul-2009 14:01:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated July 21, 2009, titled ""UltraTech Cement Announces Financial Results for the Quarter ended June 30, 2009"". A copy of the press release shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/ultratech_pr_21072009.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,21-Jul-2009 13:59:00,"Standalone Results Update, Quarter ended, 30-JUN-2009",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-JUN-2009 as follows: Net Sales of Rs. 195278 lacs for quarter ending on 30-JUN-2009 against Rs. 149598 lacs for the quarter ending on 30-JUN-2008. Net Profit / (Loss) of Rs. 41777 lacs for the quarter ending on 30-JUN-2009 against Rs. 26501 lacs for the quarter ending on 30-JUN-2008.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,21-Apr-2009 16:42:00,"Consolidated Results Update, Year ended, 31-MAR-2009",UltraTech Cement Limited has informed the Exchange regarding the consolidated Results for the year ended on 31-MAR-2009 as follows: Net Sales of Rs. 656364 lacs for year ending on 31-MAR-2009 against Rs. 562382 lacs for the year ending on 31-MAR-2008. Net Profit / (Loss) of Rs. 97806 lacs for the year ending on 31-MAR-2009 against Rs. 101005 lacs for the year ending on 31-MAR-2008.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,21-Apr-2009 16:40:00,"Standalone Results Update, Year ended, 31-MAR-2009",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the year ended on 31-MAR-2009 as follows: Net Sales of Rs. 638308 lacs for year ending on 31-MAR-2009 against Rs. 550922 lacs for the year ending on 31-MAR-2008. Net Profit / (Loss) of Rs. 97702 lacs for the year ending on 31-MAR-2009 against Rs. 100761 lacs for the year ending on 31-MAR-2008.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,21-Apr-2009 16:39:00,"Standalone Results Update, Quarter ended, 31-MAR-2009",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-MAR-2009 as follows: Net Sales of Rs. 186013 lacs for quarter ending on 31-MAR-2009 against Rs. 160166 lacs for the quarter ending on 31-MAR-2008. Net Profit / (Loss) of Rs. 30946 lacs for the quarter ending on 31-MAR-2009 against Rs. 28288 lacs for the quarter ending on 31-MAR-2008.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,21-Apr-2009 16:36:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated April 21, 2009 titled ""UltraTech Cement  announces financial results for the year ended March 31, 2009"". A copy of the press release shall be available on the NSE website   (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Ultracemet_Pr_21042009.ZIP target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,19-Jan-2009 13:27:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated January 19, 2009 titled ""UltraTech Cement Limited announces results for the Quarter ended December 31, 2008"". A copy of the press release shall be available on the NSE website   (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Ultra_PR_19012009.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,19-Jan-2009 13:22:00,"Standalone Results Update, Quarter ended, 31-DEC-2008",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-DEC-2008 as follows: Net Sales of Rs. 163076 lacs for quarter ending on 31-DEC-2008 against Rs. 138214 lacs for the quarter ending on 31-DEC-2007. Net Profit / (Loss) of Rs. 23836 lacs for the quarter ending on 31-DEC-2008 against Rs. 27949 lacs for the quarter ending on 31-DEC-2007.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,18-Oct-2008 14:07:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated October 18, 2008, titled ""UltraTech Cement Announces Results for the quarter ended September 30, 2008"". A copy of the press release shall be available on the NSE website   (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Ultratech_Pr_18102008.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,18-Oct-2008 13:56:00,"Standalone Results Update, Half Yearly ended, 30-SEP-2008",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the half year ended on 30-SEP-2008 as follows: Net Sales of Rs. 289219 lacs for half year ending on 30-SEP-2008 against Rs. 253868 lacs for the half year ending on 30-SEP-2007. Net Profit / (Loss) of Rs. 42920 lacs for the half year ending on 30-SEP-2008 against Rs. 44524 lacs for the half year ending on 30-SEP-2007.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,18-Oct-2008 13:54:00,"Standalone Results Update, Quarter ended, 30-SEP-2008",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-SEP-2008 as follows: Net Sales of Rs. 139621 lacs for quarter ending on 30-SEP-2008 against Rs. 117341 lacs for the quarter ending on 30-SEP-2007. Net Profit / (Loss) of Rs. 16419 lacs for the quarter ending on 30-SEP-2008 against Rs. 18586 lacs for the quarter ending on 30-SEP-2007.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,18-Jul-2008 13:36:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding the press release dated July 18, 2008, titled ""UltraTech Cement Announces Results for the quarter ended June 30, 2008"".A copy of the press release shall be available on the NSE website   (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/ultra_pr_18072008.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,18-Jul-2008 13:28:00,"Standalone Results Update, Quarter ended, 30-JUN-2008",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-JUN-2008 as follows: Net Sales of Rs. 149598 lacs for quarter ending on 30-JUN-2008 against Rs. 136527 lacs for the quarter ending on 30-JUN-2007. Net Profit / (Loss) of Rs. 26501 lacs for the quarter ending on 30-JUN-2008 against Rs. 25938 lacs for the quarter ending on 30-JUN-2007.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Apr-2008 14:38:00,"Standalone Results Update, Quarter ended, 31-MAR-2008",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-MAR-2008 as follows: Net Sales of Rs. 160166 lacs for quarter ending on 31-MAR-2008 against Rs. 146552 lacs for the quarter ending on 31-MAR-2007. Net Profit / (Loss) of Rs. 28288 lacs for the quarter ending on 31-MAR-2008 against Rs. 23154 lacs for the quarter ending on 31-MAR-2007.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Apr-2008 14:25:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated April 22, 2008,  titled ""UtraTech Announces Financial Results for the Quarter and Year ended March 31, 2008"". A copy of the press release shall be available on the NSE website   (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Utratech_Pr_22042008.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Apr-2008 14:16:00,"Standalone Results Update, Year ended, 31-MAR-2008",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the year ended on 31-MAR-2008 as follows: Net Sales of Rs. 550922 lacs for year ending on 31-MAR-2008 against Rs. 491083 lacs for the year ending on 31-MAR-2007. Net Profit / (Loss) of Rs. 100761 lacs for the year ending on 31-MAR-2008 against Rs. 78228 lacs for the year ending on 31-MAR-2007.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Apr-2008 14:14:00,"Consolidated Results Update, Year ended, 31-MAR-2008",UltraTech Cement Limited has informed the Exchange regarding the consolidated Results for the year ended on 31-MAR-2008 as follows: Net Sales of Rs. 562382 lacs for year ending on 31-MAR-2008 against Rs. 496870 lacs for the year ending on 31-MAR-2007. Net Profit / (Loss) of Rs. 101005 lacs for the year ending on 31-MAR-2008 against Rs. 78491 lacs for the year ending on 31-MAR-2007.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,19-Jan-2008 14:36:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated January 19, 2008, titled ""UltraTech Cement Reports Results for the Quarter ended December 31, 2007"". A copy of the press release shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Ultra_PR_19012008.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,19-Jan-2008 13:44:00,"Standalone Results Update, Quarter ended, 31-DEC-2007",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-DEC-2007 as follows: Net Sales of Rs. 138214 lacs for quarter ending on 31-DEC-2007 against Rs. 126045 lacs for the quarter ending on 31-DEC-2006. Net Profit / (Loss) of Rs. 27949 lacs for the quarter ending on 31-DEC-2007 against Rs. 21246 lacs for the quarter ending on 31-DEC-2006.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Oct-2007 09:09:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated October 20, 2007, titled ""UltraTech Cement reports Results for the quarter ended 30th September, 2007"". A copy of the press release shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Ultratech_PR_221020078.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Oct-2007 08:37:00,"Standalone Results Update, Quarter ended, 30-SEP-2007",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-SEP-2007 as follows: Net Sales of Rs. 117341 lacs for quarter ending on 30-SEP-2007 against Rs. 100454 lacs for the quarter ending on 30-SEP-2006. Net Profit / (Loss) of Rs. 18586 lacs for the quarter ending on 30-SEP-2007 against Rs. 12744 lacs for the quarter ending on 30-SEP-2006.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Oct-2007 08:37:00,"Standalone Results Update, Half Yearly ended, 30-SEP-2007",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the half year ended on 30-SEP-2007 as follows: Net Sales of Rs. 253868 lacs for half year ending on 30-SEP-2007 against Rs. 218486 lacs for the half year ending on 30-SEP-2006. Net Profit / (Loss) of Rs. 44524 lacs for the half year ending on 30-SEP-2007 against Rs. 33828 lacs for the half year ending on 30-SEP-2006.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,20-Jul-2007 14:14:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated July 20, 2007, titled ""UltraTech Cement Announces Results for the Quarter ended 30th June, 2007"". The details of the press release shall be available on the NSE website   (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Ultratech_PR_20072007.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,20-Jul-2007 14:07:00,"Standalone Results Update, Quarter ended, 30-JUN-2007",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-JUN-2007 as follows: Net Sales of Rs. 136527 lacs for quarter ending on 30-JUN-2007 against Rs. 118032 lacs for the quarter ending on 30-JUN-2006. Net Profit / (Loss) of Rs. 25938 lacs for the quarter ending on 30-JUN-2007 against Rs. 21084 lacs for the quarter ending on 30-JUN-2006.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,21-Apr-2007 14:37:00,Outcome of Board Meeting,"Ultratech Cement Limited has informed the Exchange that: ""The Board of Directors, at its meeting held on 12th March, 2007, declared interim dividend of Rs.4/- per equity shares (face value of Rs.10/- each) for the year 2006-07. At the meeting held on date (April 21, 2007), the Board has decided to treat interim dividend as final dividend for the year ended 31st March, 2007"".",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,16-Mar-2007 18:52:00,Limited Review Report,"Ultratech Cement Limited has informed the Exchange that the auditor's have conducted the limited review of the unaudited financial results for the nine months ended December 31, 2006. The details of the same shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/CorporateAnnouncements).<a href=/content/corporate/ultratech_lr_160307.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,17-Jan-2007 11:58:00,Results of Postal Ballot,"Ultratech Cement Limited has informed the Exchange regarding the Postal Ballot Notice dated 7th December, 2006 together with the Postal Ballot Form sent to the members of the Company for seeking their approval to the transactions set out therein, by Postal Ballot pursuant to the provisions of Section 192A of the Companies Act, 1956 read with the Companies (Passing of the Resolution by Postal Ballot) Rules, 2001. Mr. Sanjay Shringarpure, Company Secretary in Whole-Time Practice appointed as Scrutinizer by the Board of Directors has submitted his report dated 16th January, 2007 on postal ballot forms received from the Members. Based on the report submitted by him, the Managing Director on 17th January, 2007 has declared the results of the resolutions passed through Postal Ballot. The following resolutions are carried with requisite majority. (1) Special Resolution - under section 81(1A) of the Companies Act, 1956 for issuing equity shares under the Employees Stock Option Scheme - 2006 (ESOS-2006) to the employees of the Company; (2) Special Resolution - under section 81(1A) of the Companies Act, 1956 for issuing equity shares under the Employees Stock Option Scheme - 2006 (ESOS - 2006) to the employees of the Company's holding / subsidiary company(ies); (3) Ordinary Resolution - for revision in remuneration of Mr. S. Misra as Manager of the Company. (4) Ordinary Resolution - for the appointment of Mr. S. Misra as Managing Director of the Company. (hereinafter referred to as Resolution No. 4).",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,19-Dec-2006 12:56:00,Postal Ballot,"Ultratech Cement Limited has submitted to the Exchange a copy of the Notice of Postal Ballot for obtaining approval of the Members of the Company for the business as set out thereunder. The Board of Directors of the Company at its meeting held on December 07,2006, has appointed Mr.Sanjay Shringarpure, Company Secretary in Whole-time Practice, Mumbai as the Scrutinizer for conducting the Postal Ballot voting process in a fair and transparent manner. The duly completed postal ballot form should reach the Scrutinizer on or before the close of business hours on January 15,2007. The results of the Postal Ballot will be announced by the Chairman and in his absence by the Managing Director on January 17,2007. The details of the same shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Ultra_Postal_191206.zip target=NEW> For more details click here.</a>",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,16-Oct-2006 14:36:00,Appointment/Resignation,"Ultratech Cement Limited has informed the Exchange that at the Board Meeting held on October 16, 2006, Mr. Saurabh Misra was inducted into the Board as an Additional Director and appointed Managing Director of the Company. Upon being appointed as Managing Director, Mr. Mishra has relinquished his office as Manager. At the same meeting, Mr. Y. P. Gupta has resigned from the Board and Mr. N. J. Jhaveri was inducted into the Board as an Additional Director.",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,12-Jul-2006 00:00:00,Limited Review Report,"Ultratech Cement Limited has informed the Exchange that the auditor's have conducted the limited review for the un-audited financial results for the quarter ended March 31, 2006 and the details of the same shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/CorporateAnnouncements).",https://nsearchives.nseindia.com/corporate/-
